diagnostic ultrasound	is a	imaging modality
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness ratio
diagnostic ultrasound	measures	ureteral peristalsis frequency
diagnostic ultrasound	measures	renal resistive index ratio
diagnostic ultrasound	measures	bladder compliance ratio
diagnostic ultrasound	measures	renal perfusion index
diagnostic ultrasound	measures	bladder outlet resistance ratio
diagnostic ultrasound	measures	renal cortical blood flow ratio
diagnostic ultrasound	measures	bladder wall perfusion ratio
diagnostic ultrasound	measures	ureteral wall perfusion ratio
diagnostic ultrasound	measures	renal vein flow ratio
diagnostic ultrasound	measures	bladder wall stiffness ratio
diagnostic ultrasound	measures	ureteral diameter ratio
diagnostic ultrasound	measures	renal pelvis diameter ratio
diagnostic ultrasound	measures	bladder volume ratio
diagnostic ultrasound	measures	renal length ratio
diagnostic ultrasound	measures	bladder capacity ratio
diagnostic ultrasound	measures	renal cortical echogenicity ratio
diagnostic ultrasound	measures	bladder wall thickness
